field1,field2,field3,field4,field5,field6,X_impact
0.71905,2.3736,1.9901,0.0,-0.74875,2.7047,-0.77818
0.0,1.9026,2.2442,0.77978,0.5116,1.7823,0.48979
0.95668,0.0,1.7338,2.1315,1.234,-0.49503,1.40522
2.7476,1.8423,0.0,1.2074,-4.9601,-3.0589,-4.81037
1.8096,1.2699,0.0,1.0595,-0.73258,-0.55547,-0.78052
1.5396,2.8261,1.6465,0.0,-3.6994,4.0001,-3.66451
0.0,1.1054,2.7036,1.8899,4.9676,2.6888,4.53517
1.4882,0.0,1.6691,2.8219,4.3827,-3.8406,4.39599
0.67683,0.0,1.991,2.4619,4.9512,-1.4607,4.33333
0.27023,0.61609,0.40878,0.0,-0.16797,0.26825,0.0416
0.0,1.7327,2.8092,1.4245,3.435,4.3119,3.30286
2.723,1.3331,0.0,1.9501,-1.5362,-2.548,-1.60387
0.45467,0.0,1.5511,1.7418,1.2203,-0.23308,1.31473
1.9715,0.0,0.91313,2.3999,0.69766,-2.028,0.78333
1.5846,0.0,1.6147,2.8282,3.7854,-3.703,3.94809
1.685,0.0,1.9747,2.7816,1.5363,-1.1889,1.66586
0.66118,0.0,1.9987,2.4272,4.1332,-1.1462,4.00604
1.9996,2.4631,0.77561,0.0,-3.349,1.0617,-3.28256
0.0,1.8672,1.8779,0.020745,0.020615,2.7174,-0.01396
0.0,0.72247,2.4178,1.9993,3.1812,0.91896,3.3199
0.58017,0.0,1.9988,2.3917,4.7025,-1.1592,4.17644
1.6593,0.0,1.5351,2.8253,3.5761,-3.9169,3.76895
0.0,1.5844,2.8281,1.5415,4.6197,4.7653,4.30862
0.0,0.049688,1.9628,1.9333,3.6395,0.070142,3.78407
0.0,1.6135,1.804,0.45868,0.24093,1.3134,0.22053
1.3434,2.7192,1.9581,0.0,-1.4634,2.434,-1.41879
0.0,1.2347,2.7534,1.8423,4.6369,2.9202,4.34604
1.5491,0.0,1.7759,2.8163,2.8642,-2.4104,3.00722
1.9998,2.3055,0.4457,0.0,-4.9897,0.93887,-4.06301
1.8795,2.7614,1.3413,0.0,-3.2292,2.1241,-3.17718
0.0,1.6492,2.8259,1.5379,3.6791,3.9914,3.60843
0.0,0.59285,2.3691,1.9996,3.825,0.92556,3.78826
0.32761,0.0,0.39003,0.64559,0.25095,-0.20568,0.19896
1.0008,2.6147,1.9694,0.0,-1.6268,3.6783,-1.72724
1.6522,2.8219,1.4693,0.0,-4.9208,4.3089,-4.52146
1.695,2.8217,1.8388,0.0,-1.7346,1.948,-1.65007
1.6289,0.0,1.5254,2.8263,4.0793,-4.3982,4.13787
1.7283,0.0,1.4327,2.8108,3.4384,-4.2755,3.60166
1.9093,0.0,1.2438,2.7274,2.0279,-3.4305,2.15789
0.0,0.28805,2.1429,1.9713,3.6067,0.4058,3.70037
0.0,0.37195,1.1406,0.93361,0.62991,0.19873,0.48249
0.0,1.5958,2.8227,1.7511,2.7327,2.4283,2.61255
1.4718,2.747,1.9601,0.0,-1.3678,2.0608,-1.33481
2.4321,0.76696,0.0,1.999,-0.9113,-2.991,-1.03182
1.0012,0.0,1.9477,2.6368,4.3142,-1.9809,4.26655
0.73452,0.0,1.9966,2.4046,2.9161,-0.841,3.24717
0.64709,0.025219,0.0,0.63082,-0.014362,-0.45476,0.05894
2.4219,1.9579,0.0,1.0438,-1.7541,-0.69661,-1.88077
0.0,1.9812,2.0909,0.16231,0.33093,4.9403,0.20221
0.59398,2.1875,1.9139,0.0,-0.44492,2.0651,-0.4531
1.7941,0.0,1.3644,2.7902,2.9696,-4.0975,3.14215
2.8055,1.3982,0.0,1.7372,-3.5589,-4.5691,-3.62664
2.8174,1.4457,0.0,1.6832,-4.0196,-4.7798,-4.05698
1.8564,1.8904,0.068313,0.0,-2.5174,0.062098,-3.06879
0.63434,2.3611,1.9958,0.0,-0.80177,3.2018,-0.8705
1.6205,0.42695,0.0,1.4356,-0.21423,-1.0824,-0.22021
0.0,1.91,2.1356,0.4777,0.38136,2.2087,0.34424
0.0,1.9979,2.2685,0.40453,0.78882,4.6916,0.5937
0.044054,1.3928,1.3741,0.0,-0.022279,1.1518,0.04146
1.607,1.8103,0.4887,0.0,-1.2873,0.25484,-1.30112
1.988,2.5715,0.95631,0.0,-3.3158,1.3484,-3.2455
1.9998,0.0,1.1039,2.5719,1.0296,-2.3131,1.09512
0.92278,2.6044,1.9559,0.0,-1.9839,4.7103,-2.05412
0.0,1.9818,2.1539,0.27181,0.45308,4.1508,0.33937
2.3681,0.79087,0.0,1.9775,-0.68587,-2.3017,-0.79199
0.0,0.58503,2.3706,1.9999,3.9809,0.95762,3.87002
1.9787,2.289,0.57954,0.0,-2.7947,0.6158,-2.92212
0.0,1.4228,2.6785,1.9983,1.7765,1.0602,1.68547
1.6584,2.8224,1.4838,0.0,-4.5954,4.0468,-4.32958
1.6053,1.722,0.28182,0.0,-1.3954,0.15174,-1.50556
0.0,1.2494,2.7348,1.8969,3.5727,2.1508,3.50588
1.4496,2.7694,1.9114,0.0,-1.698,2.4595,-1.65859
0.96229,0.0,1.9461,2.6261,4.7075,-2.091,4.45777
1.3048,0.0,1.989,2.6722,2.1744,-1.2032,2.26357
2.8246,1.6708,0.0,1.5343,-3.8071,-3.4438,-3.88004
2.8261,1.504,0.0,1.613,-4.6021,-4.9798,-4.51256
1.8222,0.0,1.3527,2.7815,2.6803,-3.8245,2.82637
2.8143,1.7499,0.0,1.4943,-3.4374,-2.8398,-3.43589
1.2946,0.0,1.8809,2.7515,3.4982,-2.2181,3.69602
2.7932,1.3439,0.0,1.7652,-3.5144,-4.8021,-3.54828
0.024627,1.8762,1.8636,0.0,-0.024005,2.6733,-0.05174
0.0,1.5523,2.7919,1.899,2.1823,1.6494,2.06193
2.4325,2.0,0.0,0.71349,-3.5058,-1.0212,-3.6773
0.64069,0.0,1.9755,2.3064,2.5805,-0.62313,2.92769
1.9381,0.0,1.4268,2.5335,0.77771,-1.3042,0.87379
0.0,0.84508,2.1567,1.8054,1.4345,0.46859,1.46825
1.9776,0.0,0.85256,2.5546,1.6424,-4.3657,1.75419
1.8202,0.0,1.2843,2.7699,3.013,-4.5145,3.14723
1.7689,0.0,0.21913,1.8642,0.144,-1.8477,0.20916
0.0,0.78461,2.4327,1.9983,2.8667,0.88755,2.98028
1.2226,0.0,1.9806,2.6639,2.522,-1.3251,2.66398
1.5303,1.0741,0.0,0.83228,-0.64208,-0.44722,-0.69492
2.7367,1.3494,0.0,1.9351,-1.64,-2.6351,-1.70193
1.963,0.0,1.5489,2.7615,1.3085,-1.8616,1.3997
2.6587,1.9263,0.0,1.0197,-4.8135,-2.3171,-4.62592
0.41803,0.0,1.7971,1.9766,1.7545,-0.26399,2.09464
2.2392,0.88684,0.0,1.8651,-0.52039,-1.5506,-0.57945
0.0,1.9892,2.4827,0.71739,1.4841,4.7477,1.20917
0.0,1.9633,2.1249,0.27863,0.36632,3.4081,0.29397
0.15745,0.0,1.8641,1.9408,2.4091,-0.13631,3.11193
1.9569,2.7321,1.3946,0.0,-2.2916,1.4371,-2.2211
0.0,1.9993,2.365,0.53075,1.127,4.9793,0.84043
2.4981,1.9991,0.0,0.95112,-2.4796,-0.93056,-2.54185
1.9412,2.662,1.0687,0.0,-3.9781,1.9569,-3.80692
0.0,1.9989,2.4821,0.80829,1.103,3.3227,1.0471
1.3393,0.0,1.9999,2.6417,1.8497,-1.0175,1.98387
0.0,1.4887,2.7943,1.8557,2.6729,2.0077,2.57406
2.5987,1.9668,0.0,0.94074,-4.1502,-1.7437,-4.15833
1.969,2.6505,1.12,0.0,-3.0957,1.5232,-3.02035
0.0,0.62797,2.0355,1.7734,1.5179,0.35767,1.58764
1.9889,0.0,0.56939,2.3103,0.68804,-3.1091,0.78143
0.95939,1.1505,0.34983,0.0,-0.65457,0.18537,-0.43958
0.0,1.9663,2.0711,0.1678,0.26989,4.0468,0.18642
2.28,0.54473,0.0,1.9811,-0.61526,-2.949,-0.68167
1.4772,0.34761,0.0,1.321,-0.17383,-0.98202,-0.16014
1.9972,2.3251,0.53324,0.0,-3.7538,0.80712,-3.62338
1.6501,0.0,1.8812,2.8105,1.9532,-1.6179,2.01623
2.7171,1.8923,0.0,1.164,-4.3082,-2.4382,-4.31375
0.0,1.9315,2.6466,0.99134,2.3014,4.9378,2.00924
0.5478,2.3736,1.9992,0.0,-1.1305,4.8514,-1.14083
2.7747,1.8182,0.0,1.3074,-4.3027,-2.9268,-4.34727
1.9881,2.5064,0.77204,0.0,-4.3824,1.4671,-4.00654
1.9946,0.0,1.0701,2.5134,0.86552,-2.0743,0.95454
0.0,1.9994,2.3788,0.56178,1.1154,4.6883,0.86742
1.9683,0.0,0.88466,2.5782,1.7979,-4.5333,1.90857
0.0,1.7432,2.8021,1.3791,3.6102,4.7222,3.38434
0.0,1.591,2.8284,1.5932,3.9154,3.9091,3.83451
2.798,1.7642,0.0,1.3762,-4.414,-3.3099,-4.44083
2.0328,0.18863,0.0,1.9296,-0.21485,-3.0378,-0.23173
1.9774,0.0,1.0683,2.6247,1.4509,-3.1351,1.52698
1.3545,0.0,1.9611,2.7194,2.3711,-1.4324,2.45804
1.3892,2.805,1.7335,0.0,-3.688,4.7515,-3.62665
1.8568,0.0,1.2037,2.7415,2.8338,-4.6744,2.96318
1.9896,0.0,0.24177,2.154,0.5005,-4.9883,0.53305
0.0,1.4775,2.7431,1.9666,2.0009,1.3226,1.8875
1.3946,2.74,1.9458,0.0,-1.5179,2.386,-1.46738
0.0,1.3096,2.7713,1.8318,4.0668,2.7366,3.94423
0.18939,0.0,1.8147,1.9007,2.0684,-0.13891,2.70897
1.8581,2.3454,1.1754,0.0,-1.3134,0.63024,-1.30333
0.80211,2.4805,1.9989,0.0,-1.1084,3.3602,-1.17024
1.66,2.8244,1.5192,0.0,-4.0972,3.6962,-3.97741
0.0,0.94925,2.5822,1.9809,3.6044,1.4824,3.62774
1.7821,1.6623,0.0,0.28826,-1.5036,-0.16172,-2.04876
1.8731,0.0,0.33695,2.0304,0.26291,-2.1809,0.36948
1.4275,1.6929,0.59999,0.0,-1.0091,0.30001,-0.91637
0.0,0.26122,2.1138,1.9618,3.4382,0.34674,3.66038
1.586,2.8132,1.8246,0.0,-2.0026,2.4126,-1.94989
1.6877,2.8065,1.9191,0.0,-1.4216,1.7275,-1.4009
2.7976,1.8041,0.0,1.4297,-3.4266,-2.5818,-3.41399
0.0,1.9993,2.3765,0.55547,1.1219,4.7598,0.86441
1.2641,0.0,1.8196,2.7664,4.7602,-3.1315,4.57401
0.76813,0.0,1.9992,2.4654,3.4685,-1.0963,3.70771
1.514,0.0,1.6223,2.8261,4.6627,-4.3107,4.53431
1.8943,0.0,1.1576,2.7145,2.4286,-4.3232,2.57451
1.9007,2.6973,1.1028,0.0,-4.6991,2.5065,-4.33484
2.8246,1.6408,0.0,1.5014,-4.5892,-4.1469,-4.57563
2.092,0.17647,0.0,1.9767,-0.32306,-4.5083,-0.30388
2.7728,1.9014,0.0,1.4462,-2.5426,-1.7692,-2.50986
1.7691,0.0,1.3508,2.7934,3.4025,-4.6412,3.52206
1.5042,0.0,1.6294,2.8254,4.7153,-4.3057,4.56801
2.7853,1.8026,0.0,1.3461,-4.1571,-2.9508,-4.21792
0.25375,0.0,1.9722,2.1268,3.8056,-0.38063,3.69187
0.0,0.90843,2.4182,1.9808,2.1359,0.73601,2.16288
1.9432,0.0,1.3681,2.7358,1.5593,-2.4943,1.57379
2.7613,1.5091,0.0,1.9507,-1.4022,-2.0279,-1.43586
0.0,0.14143,2.0419,1.9559,3.8165,0.21183,3.8415
1.8449,2.2108,0.87313,0.0,-1.507,0.50112,-1.48428
0.24947,2.1533,1.9874,0.0,-0.48198,4.7033,-0.46405
1.9914,2.545,0.90113,0.0,-3.4258,1.3046,-3.34157
1.8897,1.8383,0.0,0.10766,-2.316,-0.089051,-3.18063
2.288,0.4394,0.0,1.9983,-0.81779,-4.4978,-0.77109
1.639,2.8237,1.7739,0.0,-2.1596,2.3972,-2.08486
0.0,1.5597,2.8282,1.591,4.3765,4.2784,4.18693
0.0,0.88602,2.2772,1.8969,1.6522,0.54784,1.66841
2.5718,0.93327,0.0,1.9839,-1.4387,-3.5794,-1.4858
0.0,1.9691,2.6562,1.141,1.5043,3.0039,1.45332
2.7882,1.3263,0.0,1.7763,-3.4551,-4.827,-3.48604
2.8232,1.6651,0.0,1.5033,-4.2345,-3.7623,-4.29585
0.40883,2.2366,1.988,0.0,-0.60487,3.7261,-0.65005
2.8021,1.7476,0.0,1.3845,-4.5765,-3.5,-4.57166
0.0,0.70944,2.4587,1.9964,4.1394,1.2428,3.98943
1.4175,2.8076,1.7387,0.0,-3.3999,4.3099,-3.42193
0.0,1.8682,2.7678,1.3537,2.2003,3.2768,2.03278
0.76436,0.0,1.9885,2.5026,4.4151,-1.4632,4.2272
1.9546,0.0,0.95385,2.384,0.66099,-1.8434,0.74851
1.9805,2.259,0.49864,0.0,-3.0774,0.59009,-3.16289
2.6496,1.2166,0.0,1.9882,-1.2394,-2.4089,-1.31436
2.2371,1.9775,0.0,0.46337,-3.111,-0.5536,-3.51913
1.8488,0.0,1.2525,2.7548,2.7441,-4.3262,2.88697
1.282,2.7391,1.9031,0.0,-2.0184,3.2916,-2.08056
0.54523,0.0,1.9993,2.3722,4.8656,-1.1287,4.19867
1.9817,0.044943,0.0,1.953,-0.077354,-4.293,-0.0596
1.9705,0.0,0.96313,2.6015,1.6506,-3.8733,1.79607
0.0,1.9972,2.4072,0.59509,1.2552,4.9127,0.96348
0.0,0.16631,1.5867,1.5175,1.3064,0.086996,1.42022
1.8558,0.0,1.7363,2.8232,1.6072,-1.7733,1.68829
2.7493,1.9172,0.0,1.3623,-2.7516,-1.7661,-2.74562
0.80434,2.5396,1.9758,0.0,-1.749,4.875,-1.79906
1.4162,0.0,1.8106,2.7943,3.4607,-2.5673,3.67552
0.0,1.5629,2.8256,1.6785,3.4531,3.1701,3.42828
0.0,1.9173,2.8215,1.8045,1.3295,1.4667,1.22272
1.9184,2.6804,1.078,0.0,-4.4761,2.2887,-4.1788
1.5792,0.0,1.6196,2.8281,3.8025,-3.6917,3.96303
0.0,0.76382,2.508,1.9858,4.6087,1.5393,4.24107
0.0,1.9882,2.1569,0.25281,0.49358,4.7441,0.34394
1.902,1.6251,0.0,0.66239,-1.2269,-0.34064,-1.33062
0.0,1.9996,2.4744,0.80642,1.0585,3.2212,1.01426
0.0,1.8837,2.7433,1.2616,2.2703,3.6829,2.03123
0.86922,0.0,1.9628,2.5791,4.9283,-1.9449,4.51861
1.775,2.8058,1.4509,0.0,-3.5521,2.7859,-3.48809
2.4749,1.9997,0.0,0.80837,-3.2101,-1.0569,-3.3515
0.0,1.5241,2.826,1.6348,4.3403,4.0042,4.19689
1.9204,2.7015,1.1622,0.0,-3.7686,2.0604,-3.64412
0.0,0.9597,2.5988,1.9718,3.853,1.6325,3.82714
0.0,1.9758,2.2725,0.55467,0.58884,2.7995,0.54726
2.7388,1.8633,0.0,1.2027,-4.5448,-2.7348,-4.51945
0.0,0.77212,1.0119,0.38907,0.2178,0.50617,0.18088
1.6661,2.8194,1.4504,0.0,-4.9972,4.272,-4.56794
2.818,1.6752,0.0,1.444,-4.9437,-4.178,-4.84403
1.8734,0.0,1.2379,2.7425,2.4634,-4.0258,2.60677
2.6884,1.9089,0.0,1.0865,-4.6483,-2.4223,-4.53897
0.0,1.0806,2.5798,1.998,2.4954,1.1017,2.47147
0.0,1.5525,2.7699,1.9511,1.919,1.3723,1.81827
2.8284,1.5805,0.0,1.5841,-4.1421,-4.1531,-4.19475
1.9886,2.7742,1.7084,0.0,-1.4319,1.1104,-1.40553
1.1445,0.0,1.8771,2.7194,4.8583,-2.7526,4.59641
0.0,1.6133,2.8282,1.577,3.7889,3.8906,3.71868
0.065865,0.0,1.3094,1.3382,1.0631,-0.032998,1.02303
0.0,1.582,2.8199,1.7696,2.7113,2.3498,2.60038
1.3634,2.7904,1.7924,0.0,-2.9966,4.1319,-3.09527
1.0941,2.6658,1.9454,0.0,-1.855,3.7125,-1.95686
1.9921,2.4847,0.74045,0.0,-4.3219,1.3747,-3.96275
0.66402,2.3606,1.9926,0.0,-0.76129,2.9464,-0.81394
1.7907,2.7793,1.293,0.0,-4.9885,3.4411,-4.60074
1.3162,2.5369,1.9692,0.0,-0.79617,1.5127,-0.85906
1.189,2.698,1.9361,0.0,-1.8272,3.3369,-1.89069
2.1263,1.6824,0.0,1.0505,-1.1146,-0.52999,-1.13255
0.0,0.097246,2.0314,1.9675,4.592,0.18149,3.99788
1.9708,0.0,0.83147,2.5563,1.8294,-4.8973,1.88066
1.7013,2.8252,1.5797,0.0,-3.1414,2.8688,-3.11186
1.9812,0.0,0.7975,2.5289,1.6235,-4.6193,1.70681
1.9306,2.6716,1.0751,0.0,-4.1901,2.1035,-3.97472
2.5408,1.9632,0.0,1.3544,-1.4482,-0.79298,-1.5069
0.0,1.8892,2.7352,1.2355,2.2736,3.7854,2.01923
0.3227,2.2062,1.9926,0.0,-0.61229,4.6127,-0.60375
1.9687,2.5651,0.84879,0.0,-4.8384,1.8484,-4.28442
1.8343,0.0,1.3509,2.7779,2.5514,-3.686,2.67853
0.6166,2.3778,1.9995,0.0,-0.92056,3.6765,-0.99919
1.9849,0.0,0.98193,2.5859,1.3903,-3.308,1.47887
0.84421,2.5242,1.9918,0.0,-1.3231,3.6931,-1.39814
2.8076,1.6372,0.0,1.887,-1.6076,-1.9709,-1.62832
0.0,1.9608,2.7433,1.4573,1.3717,2.0923,1.27931
0.085821,0.0,1.9612,2.0164,4.3603,-0.15057,3.8551
1.9912,0.0,0.80181,2.5104,1.3625,-3.9757,1.4584
1.479,0.0,1.9845,2.6206,1.4213,-0.87243,1.60198
2.0,2.4846,0.87004,0.0,-2.8369,0.98834,-2.77412
1.802,0.0,1.2895,2.7759,3.2713,-4.8023,3.36909
1.9008,2.0349,0.26993,0.0,-2.4962,0.24444,-2.83649
1.9943,0.0,0.57516,2.3304,0.75811,-3.3361,0.86169
1.4257,0.0,1.9358,2.7527,2.3656,-1.5603,2.44666
1.9605,2.6726,1.1676,0.0,-3.0435,1.5811,-2.95778
1.9997,2.3689,0.54933,0.0,-4.6391,1.0752,-4.05643
0.93555,2.5993,1.9648,0.0,-1.7886,4.2618,-1.87575
0.35807,0.51875,0.20364,0.0,-0.23921,0.12818,0.03431
0.087599,0.0,1.9707,2.0295,4.8659,-0.17506,3.91853
2.3624,1.9992,0.0,0.58742,-3.7618,-0.89798,-3.91242
2.8268,1.6142,0.0,1.5236,-4.6268,-4.3325,-4.5935
1.6309,0.0,1.846,2.8147,2.1449,-1.8072,2.2003
0.0,1.698,2.8273,1.6289,2.6661,2.8087,2.4887
2.806,1.3951,0.0,1.7316,-3.6714,-4.7028,-3.72297
0.0,1.0691,2.6198,1.9808,3.0498,1.4024,3.02267
2.4496,1.9993,0.0,0.73134,-3.6097,-1.0885,-3.75587
0.0,1.4204,2.8072,1.7434,4.21,3.3152,4.08571
0.0,1.2257,2.7379,1.8781,4.0468,2.4411,3.93215
2.1857,0.29428,0.0,1.9907,-0.56116,-4.6403,-0.52066
1.9987,0.0,0.70682,2.4454,1.1342,-3.8527,1.21715
0.0,1.9591,2.0227,0.10079,0.16761,4.1682,0.08388
2.3178,0.71223,0.0,1.9674,-0.61616,-2.3194,-0.72543
2.5477,1.9239,0.0,1.5046,-1.2124,-0.79044,-1.21403
0.0,1.1929,2.7239,1.8925,4.0574,2.3488,3.94564
0.0,1.6301,2.8269,1.5425,3.8907,4.1473,3.79151
1.9526,0.0,1.6705,2.7916,1.2952,-1.6517,1.41541
1.908,0.0,0.23931,2.03,0.22997,-2.6295,0.32744
0.0,1.9019,1.9057,0.0067987,0.0081931,3.1929,-0.04907
1.5632,0.0,1.5479,2.8284,4.9249,-4.9797,4.62543
2.2986,0.77531,0.0,1.9423,-0.5712,-1.9976,-0.66895
1.0055,2.4103,1.9592,0.0,-0.68813,1.8079,-0.7302
1.179,2.6947,1.9373,0.0,-1.8286,3.372,-1.89815
2.0043,0.50762,0.0,1.7894,-0.30619,-1.6527,-0.34038
2.6952,1.0971,0.0,1.9019,-2.5059,-4.7269,-2.49781
2.2189,0.36573,0.0,1.9892,-0.5929,-4.0322,-0.58643
1.8823,0.0,1.2298,2.737,2.3745,-3.9415,2.51496
2.1953,1.9744,0.0,0.38454,-3.3052,-0.49087,-3.70116
2.2969,1.9991,0.0,0.44513,-4.6653,-0.86584,-4.28388
2.7954,1.3601,0.0,1.7657,-3.393,-4.5839,-3.4478
0.0,1.4891,2.8243,1.6354,4.8687,4.3785,4.53779
1.7642,2.8212,1.5917,0.0,-2.6864,2.3551,-2.58121
2.3775,1.9979,0.0,0.64726,-3.3159,-0.85569,-3.55793
0.0,0.18827,2.0726,1.9595,3.6968,0.27182,3.79567
1.7182,1.6604,0.0,0.13801,-1.6012,-0.080568,-2.37283
2.8268,1.5162,0.0,1.6082,-4.5299,-4.8418,-4.4689
1.1947,2.6218,1.9964,0.0,-1.1235,2.2774,-1.10602
1.971,2.2519,0.52881,0.0,-2.773,0.55335,-2.92298
1.5593,2.8015,1.868,0.0,-1.8082,2.3104,-1.75031
0.0,1.9336,2.0568,0.22696,0.2535,2.9846,0.19843
2.024,0.11809,0.0,1.9522,-0.17707,-3.8223,-0.16663
1.7367,0.0,1.9521,2.8034,1.5218,-1.2604,1.64713
0.0,1.5837,2.8249,1.7089,3.0608,2.787,2.95501
2.8284,1.6097,0.0,1.6106,-3.5383,-3.5406,-3.59253
2.822,1.7852,0.0,1.6286,-2.3987,-2.1244,-2.32545
2.3458,0.53554,0.0,1.9997,-0.93204,-4.2123,-0.92804
2.7941,1.3485,0.0,1.764,-3.4998,-4.7614,-3.53919
2.7517,1.3231,0.0,1.8943,-2.0235,-3.1678,-2.07324
0.17879,0.0,1.7492,1.8266,1.8193,-0.11575,2.3805
1.9589,2.628,1.0066,0.0,-3.9432,1.7866,-3.76241
1.8022,0.0,1.3514,2.7862,2.9288,-4.1089,3.09477
1.5944,2.815,1.8186,0.0,-2.0187,2.4044,-1.9623
1.9813,0.0,1.4996,2.7338,1.2141,-1.8427,1.31927
1.719,0.0,1.5371,2.8213,2.9248,-3.3491,3.12796
2.3893,0.66026,0.0,1.9988,-0.89062,-3.3651,-0.9836
0.50259,0.0,1.597,1.8065,1.2648,-0.26053,1.3859
0.51112,0.0,1.4966,1.7151,1.1231,-0.25762,1.18365
1.207,0.0,1.9652,2.6784,2.8109,-1.4977,2.97082
2.7902,1.7693,0.0,1.3298,-4.916,-3.5486,-4.80793
0.0,1.5009,1.5342,0.080157,0.042102,1.3215,0.08263
2.2977,1.997,0.0,0.47422,-4.0655,-0.78487,-4.0536
2.6704,1.1495,0.0,1.9577,-1.6309,-3.1731,-1.68498
0.0,1.9795,2.6501,1.5905,0.88084,1.2887,0.84967
1.5538,0.0,1.6807,2.825,3.5196,-3.2044,3.73259
2.6388,1.0097,0.0,1.9484,-1.953,-4.2259,-1.92392
0.0,1.8814,2.7517,1.2969,2.2066,3.4761,2.00884
0.0,0.49082,2.1786,1.9367,2.406,0.43232,2.74514
0.79404,2.0972,1.768,0.0,-0.43165,1.3916,-0.46455
0.58556,0.0,1.9996,2.3655,3.8548,-0.92187,3.83055
1.7947,0.0,1.446,2.8017,2.6119,-3.3983,2.74089
1.675,0.0,1.9354,2.7994,1.7035,-1.3652,1.84227
2.7091,1.911,0.0,1.1712,-3.878,-2.1601,-3.92895
2.7309,1.8796,0.0,1.1978,-4.2596,-2.5103,-4.2893
2.5622,0.88213,0.0,1.9794,-1.5714,-4.0689,-1.57841
1.4617,0.0,1.8684,2.7866,2.7101,-1.9716,2.85352
0.0,1.7425,2.8241,1.6086,2.4421,2.7037,2.25257
1.1691,2.6889,1.9418,0.0,-1.7907,3.3492,-1.85624
2.6488,1.9646,0.0,1.0967,-3.2911,-1.5992,-3.32934
0.0,1.976,2.117,0.2231,0.3705,4.1475,0.26776
2.0717,1.9403,0.0,0.23916,-3.0568,-0.27509,-3.55722
1.8145,0.0,1.5104,2.8062,2.2452,-2.8351,2.31381
2.2615,1.995,0.0,0.41632,-4.1949,-0.71109,-4.10888
0.0,1.69,2.8284,1.6735,2.5318,2.5639,2.35472
2.7784,1.3977,0.0,1.8599,-2.1706,-3.1034,-2.22057
1.326,2.7875,1.7793,0.0,-3.4086,4.7755,-3.4064
2.6363,1.0767,0.0,1.9705,-1.5398,-3.2582,-1.59729
1.9484,2.0277,0.13318,0.0,-3.6382,0.18825,-3.49139
2.8183,1.678,0.0,1.4509,-4.7872,-4.057,-4.73752
0.0,1.9629,2.0263,0.098644,0.1725,4.3474,0.08372
0.0,1.9947,2.3195,0.5458,0.75593,3.4851,0.66488
1.2509,2.7263,1.9145,0.0,-1.9594,3.3164,-2.02322
1.9818,2.6351,1.1264,0.0,-2.8119,1.3573,-2.73509
1.5261,2.8161,1.76,0.0,-2.6142,3.1178,-2.65366
2.7722,1.8125,0.0,1.2846,-4.6563,-3.1307,-4.62176
0.20651,0.0,1.9419,2.0578,3.1949,-0.25016,3.50138
1.7172,0.0,1.829,2.5643,0.96749,-0.86032,0.99105
2.0721,1.974,0.0,0.14973,-4.5517,-0.27695,-3.8644
2.0386,1.9595,0.0,0.12728,-4.02,-0.20282,-3.76906
1.718,0.0,1.3968,2.8082,3.8862,-4.9175,3.91085
1.8748,0.0,1.15,2.7218,2.7702,-4.8556,2.8812
1.0799,2.645,1.9636,0.0,-1.629,3.396,-1.69754
0.0,1.7611,2.798,1.3719,3.3838,4.5151,3.19411
1.8182,0.0,1.7562,2.8271,1.7125,-1.8011,1.77101
1.943,2.6759,1.1237,0.0,-3.5823,1.8416,-3.4824
0.88777,2.3246,1.9316,0.0,-0.59366,1.7958,-0.63665
0.19047,2.1083,1.9816,0.0,-0.36888,4.7252,-0.35433
1.814,2.8284,1.8106,0.0,-1.6378,1.6333,-1.57626
0.0,1.4648,2.8141,1.7278,3.9282,3.2339,3.877
1.9655,2.5865,0.89938,0.0,-4.5267,1.8316,-4.13917
0.16785,1.954,1.8716,0.0,-0.14803,2.4478,-0.13271
1.7148,2.8234,1.5645,0.0,-3.1654,2.8291,-3.1286
2.7985,1.7645,0.0,1.3799,-4.3665,-3.2823,-4.40225
1.9996,0.0,0.52079,2.337,0.91389,-4.2481,0.99771
1.4474,0.0,1.6856,2.8173,4.7148,-3.9621,4.57939
0.0,1.9985,2.4871,0.81393,1.1219,3.3466,1.0637
2.2625,1.9948,0.0,0.41991,-4.1512,-0.70853,-4.09189
1.2969,2.7676,1.836,0.0,-2.7345,4.1187,-2.85848
0.0,1.9755,2.5509,0.83371,1.7147,4.6268,1.46013
2.5047,1.9901,0.0,0.7793,-4.1971,-1.4076,-4.1729
0.21139,0.41963,0.23906,0.0,-0.13848,0.15826,0.10734
1.97,2.6428,1.0971,0.0,-3.1758,1.5293,-3.10535
1.9276,0.0,1.1165,2.6849,2.0574,-3.9431,2.21592
1.7678,0.0,1.3565,2.7945,3.3836,-4.5913,3.51095
1.8595,0.0,1.2443,2.7493,2.6268,-4.2114,2.76887
2.8164,1.797,0.0,1.578,-2.5868,-2.1852,-2.52364
0.0,1.7503,2.8176,1.53,2.6799,3.1621,2.482
0.0,1.0644,2.613,1.9841,2.9867,1.3575,2.94965
0.0,1.5379,2.8255,1.6579,3.8995,3.5712,3.85899
2.8209,1.7773,0.0,1.6039,-2.5548,-2.2361,-2.48304
0.0,0.4579,2.2773,1.9939,3.852,0.70878,3.76758
1.9997,0.0,1.1145,2.5588,0.96602,-2.1758,1.04856
0.0,1.966,2.0359,0.10805,0.19319,4.4282,0.09887
1.3372,0.0,0.16271,1.4083,0.081513,-1.0625,0.08627
